cohort_rank,station,slug,action,proposed_summary,editorial_interest,evidence_quality,flag,reason,source_urls
164,Radio Caprice: Ambient,radio-caprice-ambient,improve,"Radio Caprice’s Ambient channel is a Russian network stream devoted to ambient music. It is easy to understand as a focused listening utility, but the available page does not establish presenters, community, schedule, or a distinct editorial identity beyond continuous genre programming.",low,medium,low_interest,A narrow network stream with insufficient evidence of human-led programming or differentiation.,http://radcap.ru/ambient.html
166,RADIO DIMENSIONE RELAX,radio-dimensione-relax,review_required,"Italian internet radio centered on ambient, lounge, chillout, jazz, and relaxation listening, presented as a continuous mood-oriented stream rather than a clearly documented host-led station.",low,low,low_interest_and_insufficient_info,The format is narrowly mood-based and the public site supplies too little ownership or programming detail to assess a stronger editorial identity.,https://rdastation.it/
170,Radio Zica,radio-zica,review_required,"Slovenian web radio associated with the Radio Žica project, but its public-facing material does not yet provide enough reliable detail about ownership, presenters, geography, or musical programming.",low,low,insufficient_info,The slogan and directory record are insufficient to evaluate the station’s editorial character.,http://radiozica.eu/
174,RauteMusik Lounge,rautemusik-lounge,review_required,"RauteMusik Lounge is a German internet stream aimed at lounge and relaxed listening, but its public listing gives little evidence of human hosts, commissioning, community role, or a distinctive editorial programme.",low,low,low_interest_and_insufficient_info,The available description is a generic web-radio label and does not establish meaningful editorial differentiation.,http://www.rautemusik.fm/lounge/
177,Seven Rays - 7rays,seven-rays-7rays,review_required,"Seven Rays is an online relaxation stream organized around ambient, meditation, new-age, and chillout listening, with little public evidence of presenters, commissioning, or a broader community editorial mission.",low,low,low_interest_and_insufficient_info,"The genre tags describe a mood channel, but the site provides too little information to evaluate human curation.",https://7promeniv.com.ua/radio-en
178,Skylab Radio,skylab-radio,review_required,"Skylab Radio is an Australian internet station, but the available public material does not establish a sufficiently clear ownership model, location beyond country, host roster, or distinctive music brief.",low,low,insufficient_info,The homepage is accessible as a station identity but does not provide enough evidence for a responsible editorial description.,http://skylab-radio.com/
190,Total instrumental,total-instrumental,review_required,"German internet stream centered on instrumental, ambient, dance, and electronic music, with insufficient public evidence of presenters, ownership, or a distinctive editorial model.",low,low,low_interest_and_insufficient_info,The available material is limited to broad tags and does not support a stronger station profile.,http://www.radio-total-instrumental.de/
191,Traxx FM - Ambient,traxx-fm-ambient,review_required,"Traxx FM Ambient is a Swiss web stream for ambient, chillout, and relaxation music, but its public information does not establish a presenter-led or otherwise distinctive editorial identity.",low,low,low_interest_and_insufficient_info,This appears to be a narrowly mood-oriented stream with sparse documentation beyond genre tags.,http://www.traxx.fm/
193,Verdure Station,verdure-station,review_required,"Verdure Station is a Russian internet radio project presenting atmospheric, comforting, and peaceful music, but the available site material is too sparse to assess its curation or community role.",low,low,low_interest_and_insufficient_info,"The stated mood is clear, while ownership, programming, and editorial distinctiveness are not.",http://verdure.net/
195,Wavebreaker,wavebreaker,review_required,"Wavebreaker is a German laut.fm stream combining alternative, ambient, electropop, gothic, indie, and new-wave selections, but the available listing offers little evidence of human editorial programming.",low,low,low_interest_and_insufficient_info,The genre mix is broad but not enough to establish a distinct station identity or curation model.,https://laut.fm/wavebreaker
